camp_id,camp_name,audience,language,shot_number,timecode,visual_description,on_screen_text,narration_line,gamma_prompt
CAMP06,The Catch-Up Protocol — Without Faking It,Challenged 12th Grader,EN,1,0:00–0:10,"Marisol (age 17, Latina) at an orchard — efficiently moving through a task. Competent. In her element.",,(none),"Teenage Latina girl age 17 working confidently in an apple orchard, organized and efficient, golden harvest light"
CAMP06,The Catch-Up Protocol — Without Faking It,Challenged 12th Grader,EN,2,0:10–0:20,"Cut: Marisol at a school desk. Same girl, slightly smaller confidence. A sheet of credit requirements.",The school has her on a path she can't see how to finish.,But the school still has her on a path she doesn't know how to finish.,"Same girl at a school desk looking at credit requirements, slightly less confident, warm classroom light"
CAMP06,The Catch-Up Protocol — Without Faking It,Challenged 12th Grader,EN,3,0:20–0:34,"Marisol on a notebook — writing a list. 'Logarithms. How to write a research paragraph.' Very specific.",Specific. Not 'math.' Logarithms.,She made a list — specific — of what she actually didn't understand.,"Close-up of handwritten list of specific academic topics, pen in hand, warm light"
CAMP06,The Catch-Up Protocol — Without Faking It,Challenged 12th Grader,EN,4,0:34–0:48,"Screen insert: Khanmigo-style chat — AI asking a question, not giving an answer. Marisol typing.",AI that asks. Not answers.,She used Khanmigo — it asked her questions instead of giving answers.,"Laptop screen showing tutoring AI asking a math question without giving answer, student typing response"
CAMP06,The Catch-Up Protocol — Without Faking It,Challenged 12th Grader,EN,5,0:48–1:02,"Marisol in a counselor's office — showing her phone. Both engaged. Not confrontation — conversation.",She showed her work. Every week.,She showed her progress to her counselor every week.,"Teenage girl showing phone to school counselor in office, warm and collaborative body language"
CAMP06,The Catch-Up Protocol — Without Faking It,Challenged 12th Grader,EN,6,1:02–1:14,"A Google Drive folder on screen — 'My Catch-Up Log.' Multiple docs inside: prompts, answers, rewrites.",The receipts. Evidence she learned it.,"By the end of March, she had a folder in Drive. Evidence she actually learned it.","Google Drive folder showing organized academic documents, clean and systematic"
CAMP06,The Catch-Up Protocol — Without Faking It,Challenged 12th Grader,EN,7,1:14–1:27,"Marisol back at the orchard — a letter in her hand. She reads it alone. A small private smile.",The best letter of her life.,Her counselor wrote her the best recommendation letter of her life. Because Marisol didn't hide.,"Teenage Latina girl in apple orchard reading a letter, small private smile, golden light"
CAMP06,The Catch-Up Protocol — Without Faking It,Challenged 12th Grader,EN,8,1:27–1:40,"Jackson avatar — direct to camera. Two clean lines. Pause between them.",Catch-up isn't cheating. Hiding is.,"Catch-up isn't cheating. Hiding is cheating.","Professional male adult speaking to camera, serious but kind, warm background"
CAMP06,The Catch-Up Protocol — Without Faking It,Challenged 12th Grader,EN,9,1:40–1:55,Final CTA card.,Sign the pledge → aigovops-foundation.github.io/aigovops-ncw-ai-camp,Sign the pledge at aigovops-foundation.github.io/aigovops-ncw-ai-camp,"Minimalist title card, dark green, white type"
CAMP06,El Protocolo de Ponerse al Corriente — Sin Fingir,Challenged 12th Grader,ES,1,0:00–0:10,"Marisol (17 años, latina) en un huerto — trabajando con eficiencia. Competente. En su elemento.",,(ninguno),"Teenage Latina girl age 17 working confidently in an apple orchard, golden harvest light"
CAMP06,El Protocolo de Ponerse al Corriente — Sin Fingir,Challenged 12th Grader,ES,2,0:10–0:20,"Corte: Marisol en un escritorio escolar. Misma chica, un poco menos segura. Hoja de requisitos de créditos.",La escuela la tiene en un camino que no sabe cómo terminar.,Pero la escuela todavía la tiene en un camino que no sabe cómo terminar.,"Same girl at school desk with credit requirements sheet, slightly less confident"
CAMP06,El Protocolo de Ponerse al Corriente — Sin Fingir,Challenged 12th Grader,ES,3,0:20–0:34,"Marisol en un cuaderno — haciendo una lista. 'Logaritmos. Cómo armar un párrafo.' Muy específica.",Específica. No 'matemáticas'. Logaritmos.,Hizo una lista — específica — de lo que de verdad no entendía.,"Close-up of handwritten list of specific academic topics, pen in hand"
CAMP06,El Protocolo de Ponerse al Corriente — Sin Fingir,Challenged 12th Grader,ES,4,0:34–0:48,"Pantalla: chat estilo Khanmigo — IA haciendo preguntas, no dando respuestas. Marisol teclando.",IA que pregunta. No que responde.,Usó Khanmigo — le hacía preguntas en vez de darle respuestas.,"Screen showing tutoring AI asking questions, student typing, no answers given"
CAMP06,El Protocolo de Ponerse al Corriente — Sin Fingir,Challenged 12th Grader,ES,5,0:48–1:02,"Marisol en la oficina de su consejera — mostrando el teléfono. Ambas involucradas. Conversación, no confrontación.",Mostró su trabajo. Cada semana.,Le mostraba su avance a su consejera cada semana.,"Teenage girl showing phone to school counselor, warm and collaborative"
CAMP06,El Protocolo de Ponerse al Corriente — Sin Fingir,Challenged 12th Grader,ES,6,1:02–1:14,"Carpeta de Google Drive — 'Mi Registro de Avance.' Documentos adentro: prompts, respuestas, correcciones.",El rastro. Evidencia de que lo aprendió.,Para finales de marzo tenía una carpeta en Drive. Evidencia de que de verdad lo había aprendido.,"Google Drive folder showing organized academic documents"
CAMP06,El Protocolo de Ponerse al Corriente — Sin Fingir,Challenged 12th Grader,ES,7,1:14–1:27,"Marisol de vuelta en el huerto — una carta en la mano. La lee sola. Una pequeña sonrisa privada.",La mejor carta de su vida.,Su consejera le escribió la mejor carta de recomendación. Porque Marisol no escondió nada.,"Teenage Latina girl in orchard reading a letter, private smile, golden light"
CAMP06,El Protocolo de Ponerse al Corriente — Sin Fingir,Challenged 12th Grader,ES,8,1:27–1:40,"Avatar narrador — directo. Dos líneas claras. Pausa entre ellas.",Ponerse al corriente no es trampa. Esconderse sí.,"Ponerse al corriente no es hacer trampa. Esconderse sí.","Professional male adult to camera, serious but kind"
CAMP06,El Protocolo de Ponerse al Corriente — Sin Fingir,Challenged 12th Grader,ES,9,1:40–1:55,Tarjeta final.,Firma la promesa → aigovops-foundation.github.io/aigovops-ncw-ai-camp,Firma la promesa en aigovops-foundation.github.io/aigovops-ncw-ai-camp,"Minimalist title card, dark green, white type"
CAMP07,The Sunday Rescue Camp,Teacher,EN,1,0:00–0:10,"Becca (40s, teacher) at kitchen table, Sunday afternoon. Coffee mug. Stack of papers. Laptop open. Tired but not defeated.",,(none),"Middle-aged female teacher at kitchen table Sunday afternoon, coffee mug, papers stacked, laptop open, tired but composed, warm light"
CAMP07,The Sunday Rescue Camp,Teacher,EN,2,0:10–0:18,"Close-up: her face. Pause. She opens a tab — Gamma. Expression shifts slightly: okay, let's go.",She didn't quit.,She didn't quit. She ran six moves in 30 minutes.,"Close-up of teacher's face shifting from tired to determined, laptop screen glow, warm kitchen light"
CAMP07,The Sunday Rescue Camp,Teacher,EN,3,0:18–0:32,"Screen montage — Gamma generating a lesson slide deck in seconds. Becca's cursor editing two slides. Clock: 4 minutes.",Move 1: Lesson plan. 4 minutes.,Move one: lesson plan in Gamma. Four minutes. She edited it for her kids.,"Screen of Gamma AI generating lesson plan slides, cursor editing text, clock showing 4 minutes"
CAMP07,The Sunday Rescue Camp,Teacher,EN,4,0:32–0:45,"Screen insert: Gemini differentiating a reading passage into three columns: 3rd, 6th, 9th grade.",Move 2: Three versions. Two minutes.,Move two: reading passage differentiated. Three grade levels. Two minutes.,"Screen showing text differentiated into three reading levels in AI interface, teacher nodding"
CAMP07,The Sunday Rescue Camp,Teacher,EN,5,0:45–0:58,"Becca typing an IEP prompt — visible: 'no student names, no identifiers.' AI returns structured goals.",Move 3: IEP draft. 10 minutes. No student names.,Move three: IEP goal drafted — de-identified — in ten minutes.,"Teacher typing IEP prompt into AI tool, screen shows no-student-names instruction, focused"
CAMP07,The Sunday Rescue Camp,Teacher,EN,6,0:58–1:10,"Becca typing a frustrated email. Pauses. Opens Gemini. Types rewrite prompt. Reads it. Small exhale. Sends.",Move 4: Keep the boundary. Drop the snark.,"The frustrated email? She asked Gemini: 'Keep the boundary. Drop the snark.'","Teacher typing email, then reading AI-softened version, small relief expression, warm light"
CAMP07,The Sunday Rescue Camp,Teacher,EN,7,1:10–1:22,"Becca in a meeting, laptop running Granola. She's NOT taking notes — making eye contact with the parent.",Move 5: Granola. Notes wrote themselves.,Granola running during Monday's meeting. Notes wrote themselves.,"Teacher in parent conference meeting, making full eye contact, Granola running in background"
CAMP07,The Sunday Rescue Camp,Teacher,EN,8,1:22–1:35,"Becca at kitchen table, posture different — relaxed. Writing a personal note in plan margins about a specific kid.",Two hours back. The spark: still hers.,Two hours of paper-pushing gone. The relationship with the kid who finally gets it? Still hers.,"Teacher at kitchen table relaxed, writing personal notes in lesson plan margins, warm quiet light"
CAMP07,The Sunday Rescue Camp,Teacher,EN,9,1:35–1:55,Final CTA card.,Sign the pledge → aigovops-foundation.github.io/aigovops-ncw-ai-camp,Sign the pledge at aigovops-foundation.github.io/aigovops-ncw-ai-camp,"Minimalist title card, dark green, white type"
CAMP07,El Campamento del Rescate Dominical,Teacher,ES,1,0:00–0:10,"Rebeca (40 años, maestra) en su mesa de cocina, domingo por la tarde. Café. Papeles. Laptop. Cansada pero no vencida.",,(ninguno),"Female teacher at kitchen table Sunday afternoon, coffee, papers, laptop, tired but composed, warm light"
CAMP07,El Campamento del Rescate Dominical,Teacher,ES,2,0:10–0:18,"Primer plano: su cara. Pausa. Abre una pestaña — Gamma. Expresión: bueno, vamos.",No renunció.,No renunció. Hizo seis movidas en treinta minutos.,"Close-up of teacher's face shifting from tired to determined, laptop glow, warm kitchen light"
CAMP07,El Campamento del Rescate Dominical,Teacher,ES,3,0:18–0:32,"Pantalla: Gamma generando diapositivas en segundos. El cursor de Rebeca editando dos. Reloj: 4 minutos.",Movida 1: Planificación. 4 minutos.,Movida uno: la planificación en Gamma. Cuatro minutos. La editó para sus estudiantes.,"Screen of Gamma generating lesson slides, cursor editing, clock showing 4 minutes"
CAMP07,El Campamento del Rescate Dominical,Teacher,ES,4,0:32–0:45,"Pantalla: Gemini diferenciando una lectura en tres columnas: 3°, 6°, 9° grado.",Movida 2: Tres versiones. Dos minutos.,Movida dos: la lectura diferenciada. Tres niveles. Dos minutos.,"Screen showing text differentiated into three reading levels in AI interface"
CAMP07,El Campamento del Rescate Dominical,Teacher,ES,5,0:45–0:58,"Rebeca teclando un prompt de IEP — visible: 'sin nombres, sin datos del estudiante.' La IA devuelve objetivos estructurados.",Movida 3: Borrador de IEP. 10 minutos. Sin nombres.,Movida tres: el borrador del objetivo de IEP — sin nombres — en diez minutos.,"Teacher typing IEP prompt, screen shows no-student-names instruction visible"
CAMP07,El Campamento del Rescate Dominical,Teacher,ES,4,0:58–1:10,"Rebeca escribiendo un correo frustrado. Pausa. Abre Gemini. Teclea el prompt. Lee el resultado. Pequeño suspiro. Envía.",Movida 4: Mantén el límite. Quita el sarcasmo.,"El correo difícil — le pidió a Gemini: 'Mantén el límite. Quita el sarcasmo.'","Teacher typing email, reading AI-softened version, small relief, warm light"
CAMP07,El Campamento del Rescate Dominical,Teacher,ES,7,1:10–1:22,"Rebeca en una junta — laptop con Granola. NO está tomando notas — le ve a los ojos al padre enfrente.",Movida 5: Granola. Las notas se escribieron solas.,Granola corriendo en la junta del lunes. Las notas se escribieron solas.,"Teacher in parent meeting making full eye contact, Granola running in background"
CAMP07,El Campamento del Rescate Dominical,Teacher,ES,8,1:22–1:35,"Rebeca en la mesa de cocina, más relajada. Escribiendo una nota personal en los márgenes del plan.",Dos horas de vuelta. La chispa: sigue siendo de ella.,Dos horas de papeleo desaparecidas. La relación con el niño que por fin entendió — esa sigue siendo de ella.,"Teacher at kitchen table relaxed, writing personal notes in lesson plan margins"
CAMP07,El Campamento del Rescate Dominical,Teacher,ES,9,1:35–1:55,Tarjeta final.,Firma la promesa → aigovops-foundation.github.io/aigovops-ncw-ai-camp,Firma la promesa en aigovops-foundation.github.io/aigovops-ncw-ai-camp,"Minimalist title card, dark green, white type"
CAMP08,The District Leadership Camp,Administrator,EN,1,0:00–0:12,"A principal (50s) at a desk — emails open. Multiple unread threads. Coffee. Post-it notes. Heavy job visible.",,(none),"School principal in 50s at desk with multiple email threads, coffee, post-it notes, composed but heavy, warm office light"
CAMP08,The District Leadership Camp,Administrator,EN,2,0:12–0:22,Jackson avatar — direct. Warm but serious. Briefing.,This is the 30-minute move.,"You don't have a five-million-dollar AI advisor. You have thirty minutes and this camp.","Professional mature male speaking to camera, collegial peer-to-peer energy, warm office background"
CAMP08,The District Leadership Camp,Administrator,EN,3,0:22–0:36,"Screen insert: Google Sheet with columns — Tool name, Who uses it, Data touched, Approved Y/N. Red highlights on N rows.",The inventory. What's already running.,"Spreadsheet. One hour. Every AI tool in use. Most districts find 15–40 running. Most never approved.","Google Sheets AI tool inventory with approval status, several rows highlighted red"
CAMP08,The District Leadership Camp,Administrator,EN,4,0:36–0:50,"Simple one-page document — three columns: RED, YELLOW, GREEN. Hand signing the bottom.",One page. Three columns. Your signature.,"Traffic-light policy. One page. Red: never. Yellow: with care. Green: encouraged.","Simple one-page policy document with three columns in red, yellow, green, hand signing"
CAMP08,The District Leadership Camp,Administrator,EN,5,0:50–1:04,"Administrator typing a letter — three short paragraphs. Signs it by hand. Puts it in an envelope.",A parent letter. Three paragraphs. Your name.,"A parent letter. Three paragraphs. What you use. What you'll never use. How to opt out. Sign it personally.","Administrator typing a letter then signing printed version, warm office light"
CAMP08,The District Leadership Camp,Administrator,EN,6,1:04–1:18,"A school board room — administrator presenting. Three slides on screen. Board members leaning forward — engaged.",Show your work. The board calms down.,Governance isn't a luxury. It's your competitive advantage.,"School board meeting room, administrator presenting three clear slides, engaged board members"
CAMP08,The District Leadership Camp,Administrator,EN,7,1:18–1:30,"Wide: a school hallway — teachers moving with purpose. One smiling at something on a tablet.",The districts that get this right will recruit from the ones that don't.,The districts that get this right will recruit teachers from the ones that don't.,"Bright school hallway, teachers walking with purpose, one looking at tablet with a smile"
CAMP08,The District Leadership Camp,Administrator,EN,8,1:30–1:55,Final CTA card.,Sign the pledge → aigovops-foundation.github.io/aigovops-ncw-ai-camp,Sign the pledge at aigovops-foundation.github.io/aigovops-ncw-ai-camp,"Minimalist title card, dark green, white type, logos"
CAMP08,El Campamento de Liderazgo Distrital,Administrator,ES,1,0:00–0:12,"Una directora (50 años) en su escritorio — correos abiertos. Muchos sin leer. Café. Notas adhesivas.",,(ninguno),"School principal in 50s at desk with multiple email threads, coffee, post-it notes, warm office light"
CAMP08,El Campamento de Liderazgo Distrital,Administrator,ES,2,0:12–0:22,Avatar narrador — directo. Cálido pero serio. Como un briefing.,Este es el movimiento de treinta minutos.,"Usted no tiene un asesor de cinco millones. Tiene treinta minutos y este campamento.","Professional mature male to camera, collegial energy, warm background"
CAMP08,El Campamento de Liderazgo Distrital,Administrator,ES,3,0:22–0:36,"Hoja de cálculo: columnas — Herramienta, Quién la usa, Datos que toca, Aprobada S/N. Filas en rojo.",El inventario. Lo que ya está corriendo.,"Hoja de cálculo. Una hora. Cada herramienta de IA en uso. La mayoría de los distritos encuentran de 15 a 40. Casi ninguna aprobada.","Google Sheets AI tool inventory with red rows for unapproved tools"
CAMP08,El Campamento de Liderazgo Distrital,Administrator,ES,4,0:36–0:50,"Documento de una página — tres columnas: ROJO, AMARILLO, VERDE. Una mano firmando al final.",Una página. Tres columnas. Su firma.,"Política de semáforo. Una página. Rojo: nunca. Amarillo: con cuidado. Verde: se recomienda.","Simple one-page policy document with red, yellow, green columns, hand signing"
CAMP08,El Campamento de Liderazgo Distrital,Administrator,ES,5,0:50–1:04,"Directora escribiendo una carta — tres párrafos cortos. La firma a mano. La mete en un sobre.",Una carta para los padres. Tres párrafos. Su nombre.,"Una carta para los padres. Tres párrafos. Lo que usan. Lo que nunca usarán. Cómo objetar. Fírmela usted.","Administrator typing letter then signing printed version, warm office light"
CAMP08,El Campamento de Liderazgo Distrital,Administrator,ES,6,1:04–1:18,"Sala de la junta escolar — directora presentando. Tres diapositivas. Los miembros de la junta se inclinan hacia adelante.",Muestre su trabajo. La junta se calma.,La gobernanza no es un lujo. Es su ventaja competitiva.,"School board meeting room, administrator presenting slides, engaged board members"
CAMP08,El Campamento de Liderazgo Distrital,Administrator,ES,7,1:18–1:30,"Pasillo escolar — maestros con propósito. Uno sonriendo ante su tableta.",Los distritos que lo hagan bien van a reclutar de los que no.,Los distritos que lo hagan bien van a reclutar maestros de los que no.,"Bright school hallway, teachers walking purposefully, one smiling at tablet"
CAMP08,El Campamento de Liderazgo Distrital,Administrator,ES,8,1:30–1:55,Tarjeta final.,Firma la promesa → aigovops-foundation.github.io/aigovops-ncw-ai-camp,Firma la promesa en aigovops-foundation.github.io/aigovops-ncw-ai-camp,"Minimalist title card, dark green, white type"
CAMP09,The 5-Hours-Back Camp,Small Business Owner,EN,1,0:00–0:11,"Marco (late 30s, orchard vest) at kitchen table at night. Three tabs: Gmail, Instagram, spreadsheet. Rubs his face.",,(none),"Small business owner late 30s with orchard vest at kitchen table at night, three browser tabs open, tired expression, warm lamp"
CAMP09,The 5-Hours-Back Camp,Small Business Owner,EN,2,0:11–0:19,Same scene — Marco opens Gemini. Posture shifts forward slightly.,Five hours. Without losing the customers.,Marco used AI to get five hours back. He didn't let it touch his customers.,"Same man opening a new browser tab, slight forward lean, expression shifting from tired to engaged"
CAMP09,The 5-Hours-Back Camp,Small Business Owner,EN,3,0:19–0:34,"Screen insert: Gemini setup prompt — 'I run an orchard. Warm voice. Dry-funny. Never corporate.' Draft email below reads like a real person.","""Sound like me — not a bot.""","He told Gemini once: 'Warm voice. Dry-funny. Never corporate.' Now every draft sounds like Marco.","Laptop screen showing casual conversational AI prompt about an orchard, warm human-sounding email draft below"
CAMP09,The 5-Hours-Back Camp,Small Business Owner,EN,4,0:34–0:46,"Friday afternoon at the orchard — Marco in a truck cab, phone out. Five minutes. Schedules a week of posts.",Friday 4pm. Five minutes. A week of posts.,On Friday afternoons he spends five minutes in Gemini and schedules a week of social posts.,"Small business owner in truck cab using phone, orchard rows through windshield, golden afternoon light"
CAMP09,The 5-Hours-Back Camp,Small Business Owner,EN,5,0:46–0:58,"Marco in a meeting — across from a vendor. Fully present. Eye contact. Laptop open but not looked at.",Meeting notes writing themselves. He stays present.,Granola takes his meeting notes while he looks people in the eye.,"Business owner in meeting making full eye contact, laptop open but not being watched"
CAMP09,The 5-Hours-Back Camp,Small Business Owner,EN,6,0:58–1:08,"Spreadsheet on screen — 12 customers highlighted in red: 'last purchase 90+ days ago.' Marco picks up his phone.",30 seconds. 12 customers who need a call.,A spreadsheet command in thirty seconds finds customers who haven't ordered in ninety days.,"Google Sheets with highlighted inactive customer rows, hand reaching for phone"
CAMP09,The 5-Hours-Back Camp,Small Business Owner,EN,7,1:08–1:22,"Wide: Marco in the orchard at golden hour. Not rushing. Walking among the trees, touching branches. In his element.",He loved the work. Now he has time for it again.,He opened the business because he loved the work. Every hour AI saves is an hour back for that.,"Small business owner walking through apple orchard at golden hour, relaxed and present, touching branches"
CAMP09,The 5-Hours-Back Camp,Small Business Owner,EN,8,1:22–1:35,Mateo avatar — direct to camera. Warm. The close is unhurried.,Not replacing Marco. Rehiring him.,"That's not AI replacing Marco. That's Marco — rehiring himself for the job he actually wanted.","Warm Latino male looking to camera, relaxed and genuine, clean background"
CAMP09,The 5-Hours-Back Camp,Small Business Owner,EN,9,1:35–1:55,Final CTA card.,Sign the pledge → aigovops-foundation.github.io/aigovops-ncw-ai-camp,Sign the pledge at aigovops-foundation.github.io/aigovops-ncw-ai-camp,"Minimalist title card, dark green, white type, logos"
CAMP09,El Campamento de las Cinco Horas de Vuelta,Small Business Owner,ES,1,0:00–0:11,"Marco (finales de los 30, chaleco del huerto) en la mesa de cocina por la noche. Tres pestañas abiertas. Se frota la cara.",,(ninguno),"Small business owner with orchard vest at kitchen table at night, three browser tabs, tired, warm lamp light"
CAMP09,El Campamento de las Cinco Horas de Vuelta,Small Business Owner,ES,2,0:11–0:19,Marco abre Gemini. Se inclina un poco hacia adelante.,Cinco horas. Sin tocar a los clientes.,Marco usó la IA para recuperar cinco horas. Sin dejar que tocara a sus clientes.,"Man opening new browser tab, forward lean, expression shifting from tired to engaged"
CAMP09,El Campamento de las Cinco Horas de Vuelta,Small Business Owner,ES,3,0:19–0:34,"Pantalla: prompt de Gemini — 'Tengo un huerto en Wenatchee. Voz cálida. Un poco burlona. Nunca corporativa.' Un correo humano abajo.","""Suena a mí — no a un bot.""","Una vez le dijo a Gemini: 'Voz cálida. Un poco burlona. Nunca corporativa.' Ahora cada borrador suena a Marco.","Laptop screen with casual AI prompt about orchard, warm human-sounding email draft"
CAMP09,El Campamento de las Cinco Horas de Vuelta,Small Business Owner,ES,4,0:34–0:46,"Viernes por la tarde en el huerto — Marco en la cabina del camión, teléfono en mano. Cinco minutos. Programa los posts.",Viernes 4pm. Cinco minutos. Una semana de posts.,Los viernes gasta cinco minutos en Gemini y programa una semana de publicaciones.,"Small business owner in truck cab on phone, orchard visible through windshield, golden light"
CAMP09,El Campamento de las Cinco Horas de Vuelta,Small Business Owner,ES,5,0:46–0:58,"Marco en una junta — frente a un proveedor. Completamente presente. Contacto visual. Laptop corriendo pero no mirándola.",Las notas se escriben solas. Él se queda presente.,Granola toma sus notas de reunión mientras él le ve a los ojos a la persona enfrente.,"Business owner in meeting with full eye contact, laptop open but ignored"
CAMP09,El Campamento de las Cinco Horas de Vuelta,Small Business Owner,ES,6,0:58–1:08,"Hoja de cálculo — 12 clientes en rojo: 'último pedido hace 90+ días.' Marco agarra el teléfono.",30 segundos. 12 clientes que necesitan una llamada.,Un comando en la hoja de cálculo le encuentra en treinta segundos los clientes que no han pedido en noventa días.,"Google Sheets with highlighted inactive customer rows, hand reaching for phone"
CAMP09,El Campamento de las Cinco Horas de Vuelta,Small Business Owner,ES,7,1:08–1:22,"Plano abierto: Marco en el huerto al atardecer. Sin prisa. Caminando entre los árboles, tocando las ramas.",Amaba el trabajo. Ahora tiene tiempo para él otra vez.,Abrió el negocio porque amaba el trabajo. Cada hora que la IA le ahorra es una hora de vuelta a lo que amaba.,"Small business owner walking through apple orchard at golden hour, relaxed and present"
CAMP09,El Campamento de las Cinco Horas de Vuelta,Small Business Owner,ES,8,1:22–1:35,Avatar narrador cálido — directo. Sin prisa.,No es reemplazar a Marco. Es contratarlo de nuevo.,Esto no es la IA reemplazando a Marco. Esto es Marco — contratándose de nuevo para el trabajo que quería.,"Warm Latino male to camera, relaxed and genuine, clean background"
CAMP09,El Campamento de las Cinco Horas de Vuelta,Small Business Owner,ES,9,1:35–1:55,Tarjeta final.,Firma la promesa → aigovops-foundation.github.io/aigovops-ncw-ai-camp,Firma la promesa en aigovops-foundation.github.io/aigovops-ncw-ai-camp,"Minimalist title card, dark green, white type"
CAMP10,The Civic Action Camp,Community Leader,EN,1,0:00–0:10,"Elena (40s, Latina, civic-casual) at a community meeting — people nodding, nothing committed. She has the folder.",,(none),"Latina woman in 40s at a community meeting, people nodding without commitment, she holds a folder, warm meeting room light"
CAMP10,The Civic Action Camp,Community Leader,EN,2,0:10–0:17,"Elena at home — laptop, coffee, yellow legal pad. She has thirty minutes. She starts.",Today is different.,"Today is different. She spent 30 minutes — and moved it.","Woman at home desk with laptop and legal pad, decisive posture, warm morning light"
CAMP10,The Civic Action Camp,Community Leader,EN,3,0:17–0:32,"Screen montage: three browser tabs — Gemini, Claude, ChatGPT — each with the same question. She's reading all three, making notes.",Three AIs. One question. What they agree on: likely true.,"She ran a Model Council — three AIs, same question, three tabs. What they agreed on: likely true.","Three AI browser tabs open side by side, same question across all three, hand taking notes"
CAMP10,The Civic Action Camp,Community Leader,EN,4,0:32–0:44,"Elena writing her one-page document — crossing out AI draft language, writing her own words. A local story in paragraph two — from memory.",Her voice. Her story. AI gave the structure.,"She drafted a one-page case for action. Her voice. Her story from the valley. AI gave the structure. She gave it the truth.","Woman editing a document, crossing out text, handwriting her own version, warm desk light"
CAMP10,The Civic Action Camp,Community Leader,EN,5,0:44–0:58,"Screen: a simple clean website building in Lovable — hero text, three facts with citations, her name at the bottom. She publishes.",A website. 60 minutes. No designer.,"She built a community website in sixty minutes. The ask was clear. Her name was on it.","Simple civic campaign website being built in a website builder, hero text about broadband access"
CAMP10,The Civic Action Camp,Community Leader,EN,6,0:58–1:10,"Elena on her phone — a text thread. Three messages: 'Read your site.' 'I'm in.' 'Can we talk before the meeting?'",Three council members. One week. Two commitments.,"A week later: three city council members had read it. Two committed to show up.","Woman looking at phone with growing relief and satisfaction, text messages visible"
CAMP10,The Civic Action Camp,Community Leader,EN,7,1:10–1:25,"Wide: Elena at city council meeting — presenting. Room fuller than usual. People leaning in.",The room. The trust. That's still hers.,"AI didn't build the community. Elena did. AI gave her thirty hours she didn't have.","Woman presenting at small city council meeting, fuller-than-usual room, people leaning in"
CAMP10,The Civic Action Camp,Community Leader,EN,8,1:25–1:40,Tina avatar — warm and direct. The last line lands as a real statement.,AI gave her time. She used it for the human work.,Sign the pledge at aigovops-foundation.github.io/aigovops-ncw-ai-camp,"Warm female narrator to camera, civic and genuine energy, clean background"
CAMP10,The Civic Action Camp,Community Leader,EN,9,1:40–1:55,Final CTA card.,Sign the pledge → aigovops-foundation.github.io/aigovops-ncw-ai-camp,Sign the pledge at aigovops-foundation.github.io/aigovops-ncw-ai-camp,"Minimalist title card, dark green, white type, logos"
CAMP10,El Campamento de Acción Cívica,Community Leader,ES,1,0:00–0:10,"Elena (40 años, latina, ropa cívica casual) en una junta comunitaria — todos asienten, nada se compromete.",,(ninguno),"Latina woman in 40s at community meeting, people nodding without commitment, she holds a folder, warm meeting room"
CAMP10,El Campamento de Acción Cívica,Community Leader,ES,2,0:10–0:17,"Elena en casa — laptop, café, bloc amarillo. Tiene treinta minutos. Empieza.",Hoy es diferente.,Hoy es diferente. Usó treinta minutos — y lo movió.,"Woman at home desk with laptop and legal pad, decisive posture, warm morning light"
CAMP10,El Campamento de Acción Cívica,Community Leader,ES,3,0:17–0:32,"Montaje de pantalla: tres ventanas — Gemini, Claude, ChatGPT — misma pregunta. Leyendo las tres, tomando notas.",Tres IAs. Una pregunta. En lo que coinciden: probablemente cierto.,"Corrió un Consejo de Modelos — tres IAs, la misma pregunta, tres ventanas. En lo que coincidían: probablemente cierto.","Three AI browser tabs open, same question, hand taking notes nearby"
CAMP10,El Campamento de Acción Cívica,Community Leader,ES,4,0:32–0:44,"Elena escribiendo su documento — tachando el lenguaje de la IA, escribiendo sus propias palabras. Una historia local en el párrafo dos — de memoria.",Su voz. Su historia. La IA dio la estructura.,"Redactó una hoja de argumentos de una página. Su voz. Su historia del valle. La IA le dio la estructura.","Woman editing a document, crossing out text, handwriting own version"
CAMP10,El Campamento de Acción Cívica,Community Leader,ES,5,0:44–0:58,"Pantalla: un sitio web cívico construyéndose — texto principal, tres datos con fuentes, su nombre al fondo. Lo publica.",Un sitio web. 60 minutos. Sin diseñador.,"Construyó un sitio comunitario en sesenta minutos. El pedido era claro. Su nombre estaba ahí.","Simple civic campaign website being built, hero text about broadband access"
CAMP10,El Campamento de Acción Cívica,Community Leader,ES,6,0:58–1:10,"Elena con el teléfono — un hilo de mensajes: 'Leí tu sitio.' 'Cuento con usted.' '¿Hablamos antes de la reunión?'",Tres concejales. Una semana. Dos compromisos.,"Una semana después: tres concejales ya lo habían leído. Dos se comprometieron a aparecer.","Woman looking at phone with relief and satisfaction, text messages visible"
CAMP10,El Campamento de Acción Cívica,Community Leader,ES,7,1:10–1:25,"Plano abierto: Elena en la sesión del concejo municipal — presentando. Sala más llena que de costumbre.",La sala. La confianza. Esas siguen siendo de ella.,"La IA no construyó la comunidad. Elena lo hizo. La IA le dio treinta horas que no tenía.","Woman presenting at small city council meeting, fuller room, people leaning in"
CAMP10,El Campamento de Acción Cívica,Community Leader,ES,8,1:25–1:40,Avatar narradora — cálida y directa. La última línea aterriza como una afirmación real.,La IA le dio tiempo. Ella lo usó para el trabajo humano.,Firma la promesa en aigovops-foundation.github.io/aigovops-ncw-ai-camp,"Warm female narrator to camera, civic energy, clean background"
